2.37,0.90143,-0.042622,-0.0038636,-0.3753,0.21014
2.38,0.90143,-0.042661,-0.0030147,-0.3732,0.22248
2.39,0.90143,-0.042691,-0.0021406,-0.37098,0.2348
2.4,0.90143,-0.042713,-0.001241,-0.36863,0.2471
2.41,0.90143,-0.042725,-0.00031561,-0.36616,0.25937
2.42,0.90143,-0.042728,0.00063583,-0.36357,0.27162
2.43,0.90143,-0.042722,0.0016135,-0.36085,0.28384
2.44,0.90143,-0.042706,0.0026177,-0.35801,0.29604
2.45,0.90143,-0.042679,0.0036486,-0.35505,0.3082
2.46,0.90143,-0.042643,0.0047062,-0.35197,0.32034
2.47,0.90143,-0.042596,0.0057907,-0.34877,0.33245
2.48,0.90143,-0.042538,0.0069021,-0.34544,0.34452
2.49,0.90143,-0.042469,0.0080406,-0.342,0.35657
2.5,0.90143,-0.042389,0.009206,-0.33843,0.36858
2.51,0.90143,-0.042297,0.010398,-0.33474,0.38055
2.52,0.90143,-0.042193,0.011618,-0.33094,0.39249
2.53,0.90143,-0.042076,0.012864,-0.32701,0.40439
2.54,0.90143,-0.041948,0.014137,-0.32297,0.41626
2.55,0.90143,-0.041806,0.015436,-0.31881,0.42808
2.56,0.90143,-0.041652,0.016762,-0.31453,0.43986
2.57,0.90143,-0.041484,0.018114,-0.31013,0.45161
2.58,0.90143,-0.041303,0.019492,-0.30561,0.46331
2.59,0.90143,-0.041108,0.020895,-0.30098,0.47497
2.6,0.90143,-0.040899,0.022324,-0.29623,0.48658
2.61,0.90143,-0.040676,0.023778,-0.29136,0.49815
2.62,0.90143,-0.040438,0.025256,-0.28638,0.50967
2.63,0.90143,-0.040186,0.026759,-0.28128,0.52114
2.64,0.90143,-0.039918,0.028285,-0.27607,0.53257
2.65,0.90143,-0.039635,0.029834,-0.27075,0.54394
2.66,0.90143,-0.039337,0.031406,-0.26531,0.55527
2.67,0.90143,-0.039023,0.033001,-0.25976,0.56654
2.68,0.90143,-0.038693,0.034617,-0.25409,0.57776
2.69,0.90143,-0.038347,0.036254,-0.24831,0.58893
2.7,0.90143,-0.037984,0.037911,-0.24242,0.60005
2.71,0.90143,-0.037605,0.039588,-0.23642,0.6111
2.72,0.90143,-0.037209,0.041284,-0.23031,0.62211
2.73,0.90143,-0.036796,0.042999,-0.22409,0.63305
2.74,0.90143,-0.036366,0.044731,-0.21776,0.64394
